candidate_id,test_id,anonymous_label,run_1_pass,run_1_critical_error,run_1_error_type,run_1_correctness,run_1_relevance,run_1_completeness,run_1_pedagogical_quality,run_1_grounding_consistency,run_1_overall_score,run_2_pass,run_2_critical_error,run_2_error_type,run_2_correctness,run_2_relevance,run_2_completeness,run_2_pedagogical_quality,run_2_grounding_consistency,run_2_overall_score,run_3_pass,run_3_critical_error,run_3_error_type,run_3_correctness,run_3_relevance,run_3_completeness,run_3_pedagogical_quality,run_3_grounding_consistency,run_3_overall_score,pass_count,majority_pass,unanimous_decision,critical_error_count,any_critical_error,mean_correctness,stdev_correctness,mean_relevance,stdev_relevance,mean_completeness,stdev_completeness,mean_pedagogical_quality,stdev_pedagogical_quality,mean_grounding_consistency,stdev_grounding_consistency,mean_overall_score,stdev_overall_score,system_name,operational_complete,end_to_end_success
T036-A,T036,A,True,False,none,5.0,4.0,4.0,4.0,5.0,4.4,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,5.0,0.0,4.8,0.34641016151377524,Manager Without Recovery,True,True
T036-B,T036,B,False,False,none,3.0,3.0,3.0,3.0,3.0,3.0,True,False,none,5.0,5.0,4.0,4.0,5.0,4.6,False,True,factual_error,2.0,2.0,3.0,2.0,2.0,2.2,1,False,False,1,True,3.3333333333333335,1.5275252316519468,3.3333333333333335,1.5275252316519468,3.3333333333333335,0.5773502691896257,3.0,1.0,3.3333333333333335,1.5275252316519468,3.2666666666666666,1.222020185321557,Basic Tool Use,True,False
T036-C,T036,C,True,False,none,4.0,5.0,4.0,4.0,4.0,4.2,True,False,none,4.0,4.0,4.0,4.0,4.0,4.0,True,False,none,4.0,4.0,4.0,4.0,4.0,4.0,3,True,True,0,False,4.0,0.0,4.333333333333333,0.5773502691896257,4.0,0.0,4.0,0.0,4.0,0.0,4.066666666666666,0.11547005383792526,Direct LLM,True,True
T036-D,T036,D,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,4.0,4.0,5.0,4.6,3,True,True,0,False,5.0,0.0,5.0,0.0,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,5.0,0.0,4.866666666666666,0.23094010767585052,Full Manager,True,True
T037-A,T037,A,False,True,calculation_error,2.0,2.0,2.0,2.0,2.0,2.0,False,True,factual_error,1.0,2.0,2.0,2.0,2.0,1.8,False,True,calculation_error,2.0,2.0,2.0,2.0,2.0,2.0,0,False,True,3,True,1.6666666666666667,0.5773502691896257,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.9333333333333333,0.11547005383792512,Basic Tool Use,True,False
T037-B,T037,B,False,False,incomplete_answer,3.0,3.0,3.0,3.0,3.0,3.0,False,True,incomplete_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,factual_error,2.0,3.0,3.0,2.0,2.0,2.4,0,False,True,2,True,2.3333333333333335,0.5773502691896257,2.6666666666666665,0.5773502691896257,2.6666666666666665,0.5773502691896257,2.3333333333333335,0.5773502691896257,2.3333333333333335,0.5773502691896257,2.466666666666667,0.5033222956847166,Full Manager,True,False
T037-C,T037,C,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Direct LLM,True,True
T037-D,T037,D,False,False,incomplete_answer,3.0,3.0,3.0,3.0,3.0,3.0,False,True,incomplete_answer,3.0,3.0,3.0,3.0,3.0,3.0,False,True,incomplete_answer,3.0,3.0,3.0,3.0,3.0,3.0,0,False,True,2,True,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,Manager Without Recovery,True,False
T038-A,T038,A,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Manager Without Recovery,True,True
T038-B,T038,B,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Full Manager,True,True
T038-C,T038,C,False,True,calculation_error,2.0,2.0,2.0,2.0,2.0,2.0,False,True,calculation_error,2.0,2.0,2.0,2.0,2.0,2.0,False,True,calculation_error,1.0,2.0,2.0,2.0,1.0,1.6,0,False,True,3,True,1.6666666666666667,0.5773502691896257,2.0,0.0,2.0,0.0,2.0,0.0,1.6666666666666667,0.5773502691896257,1.8666666666666667,0.23094010767585024,Direct LLM,True,False
T038-D,T038,D,False,False,incomplete_answer,3.0,3.0,3.0,3.0,3.0,3.0,False,True,contradictory_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,non_answer,3.0,3.0,3.0,3.0,3.0,3.0,0,False,True,2,True,2.6666666666666665,0.5773502691896257,2.6666666666666665,0.5773502691896257,2.6666666666666665,0.5773502691896257,2.6666666666666665,0.5773502691896257,2.6666666666666665,0.5773502691896257,2.6666666666666665,0.5773502691896257,Basic Tool Use,True,False
T039-A,T039,A,False,True,non_answer,1.0,1.0,1.0,1.0,1.0,1.0,False,True,non_answer,1.0,1.0,1.0,1.0,1.0,1.0,False,True,non_answer,2.0,2.0,2.0,2.0,2.0,2.0,0,False,True,3,True,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,Basic Tool Use,True,False
T039-B,T039,B,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Full Manager,True,True
T039-C,T039,C,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Direct LLM,True,True
T039-D,T039,D,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Manager Without Recovery,True,True
T040-A,T040,A,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Direct LLM,True,True
T040-B,T040,B,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Manager Without Recovery,True,True
T040-C,T040,C,False,True,non_answer,1.0,1.0,1.0,1.0,1.0,1.0,False,True,non_answer,1.0,1.0,1.0,1.0,1.0,1.0,False,True,non_answer,1.0,1.0,1.0,1.0,1.0,1.0,0,False,True,3,True,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Basic Tool Use,True,False
T040-D,T040,D,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Full Manager,True,True
T041-A,T041,A,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Direct LLM,True,True
T041-B,T041,B,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Manager Without Recovery,True,True
T041-C,T041,C,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Full Manager,True,True
T041-D,T041,D,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Basic Tool Use,True,True
T042-A,T042,A,False,False,incomplete_answer,5.0,3.0,2.0,2.0,5.0,3.4,False,True,incomplete_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,incomplete_answer,2.0,2.0,2.0,2.0,2.0,2.0,0,False,True,2,True,3.0,1.7320508075688772,2.3333333333333335,0.5773502691896257,2.0,0.0,2.0,0.0,3.0,1.7320508075688772,2.466666666666667,0.808290376865476,Manager Without Recovery,True,False
T042-B,T042,B,False,True,incomplete_answer,1.0,1.0,1.0,1.0,1.0,1.0,False,True,incomplete_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,incomplete_answer,2.0,2.0,2.0,2.0,2.0,2.0,0,False,True,3,True,1.6666666666666667,0.5773502691896257,1.6666666666666667,0.5773502691896257,1.6666666666666667,0.5773502691896257,1.6666666666666667,0.5773502691896257,1.6666666666666667,0.5773502691896257,1.6666666666666667,0.5773502691896257,Full Manager,True,False
T042-C,T042,C,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Direct LLM,True,True
T042-D,T042,D,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Basic Tool Use,True,True
T043-A,T043,A,False,True,calculation_error,2.0,2.0,2.0,2.0,2.0,2.0,False,True,factual_error,1.0,1.0,2.0,2.0,1.0,1.4,False,True,calculation_error,2.0,2.0,2.0,2.0,2.0,2.0,0,False,True,3,True,1.6666666666666667,0.5773502691896257,1.6666666666666667,0.5773502691896257,2.0,0.0,2.0,0.0,1.6666666666666667,0.5773502691896257,1.8,0.3464101615137755,Basic Tool Use,True,False
T043-B,T043,B,False,True,factual_error,2.0,2.0,3.0,2.0,2.0,2.2,False,True,factual_error,2.0,2.0,2.0,2.0,2.0,2.0,False,True,calculation_error,2.0,2.0,3.0,2.0,2.0,2.2,0,False,True,3,True,2.0,0.0,2.0,0.0,2.6666666666666665,0.5773502691896257,2.0,0.0,2.0,0.0,2.1333333333333333,0.11547005383792526,Full Manager,True,False
T043-C,T043,C,False,True,calculation_error,2.0,3.0,3.0,2.0,2.0,2.4,False,True,calculation_error,2.0,3.0,3.0,2.0,2.0,2.4,False,True,calculation_error,2.0,2.0,2.0,2.0,2.0,2.0,0,False,True,3,True,2.0,0.0,2.6666666666666665,0.5773502691896257,2.6666666666666665,0.5773502691896257,2.0,0.0,2.0,0.0,2.2666666666666666,0.23094010767585024,Direct LLM,True,False
T043-D,T043,D,False,True,non_answer,1.0,1.0,1.0,1.0,1.0,1.0,False,True,non_answer,1.0,1.0,1.0,1.0,1.0,1.0,False,True,non_answer,1.0,1.0,1.0,1.0,1.0,1.0,0,False,True,3,True,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Manager Without Recovery,True,False
T044-A,T044,A,True,False,none,5.0,4.0,4.0,4.0,4.0,4.2,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,4.733333333333333,0.4618802153517005,Manager Without Recovery,True,True
T044-B,T044,B,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Full Manager,True,True
T044-C,T044,C,True,False,none,4.0,4.0,4.0,4.0,4.0,4.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,Basic Tool Use,True,True
T044-D,T044,D,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,4.0,4.0,5.0,4.6,3,True,True,0,False,5.0,0.0,5.0,0.0,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,5.0,0.0,4.866666666666666,0.23094010767585052,Direct LLM,True,True
T045-A,T045,A,False,True,factual_error,2.0,2.0,2.0,2.0,2.0,2.0,False,True,calculation_error,2.0,2.0,2.0,2.0,2.0,2.0,False,True,factual_error,2.0,2.0,2.0,2.0,2.0,2.0,0,False,True,3,True,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,Direct LLM,True,False
T045-B,T045,B,False,True,calculation_error,2.0,3.0,3.0,3.0,2.0,2.6,False,True,calculation_error,3.0,4.0,4.0,4.0,3.0,3.6,False,True,factual_error,2.0,2.0,2.0,2.0,2.0,2.0,0,False,True,3,True,2.3333333333333335,0.5773502691896257,3.0,1.0,3.0,1.0,3.0,1.0,2.3333333333333335,0.5773502691896257,2.7333333333333334,0.8082903768654761,Basic Tool Use,True,False
T045-C,T045,C,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Full Manager,True,True
T045-D,T045,D,True,False,none,5.0,5.0,4.0,4.0,5.0,4.6,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,5.0,0.0,4.866666666666666,0.23094010767585052,Manager Without Recovery,True,True
T046-A,T046,A,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,4.0,4.0,4.0,4.0,4.0,4.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,Full Manager,True,True
T046-B,T046,B,False,True,factual_error,2.0,2.0,2.0,2.0,2.0,2.0,False,True,factual_error,2.0,2.0,2.0,2.0,2.0,2.0,False,True,calculation_error,2.0,2.0,3.0,2.0,2.0,2.2,0,False,True,3,True,2.0,0.0,2.0,0.0,2.3333333333333335,0.5773502691896257,2.0,0.0,2.0,0.0,2.066666666666667,0.11547005383792526,Basic Tool Use,True,False
T046-C,T046,C,False,True,calculation_error,2.0,3.0,3.0,2.0,2.0,2.4,False,True,calculation_error,2.0,3.0,3.0,2.0,2.0,2.4,False,False,calculation_error,3.0,4.0,4.0,3.0,3.0,3.4,0,False,True,2,True,2.3333333333333335,0.5773502691896257,3.3333333333333335,0.5773502691896257,3.3333333333333335,0.5773502691896257,2.3333333333333335,0.5773502691896257,2.3333333333333335,0.5773502691896257,2.7333333333333334,0.5773502691896257,Direct LLM,True,False
T046-D,T046,D,True,False,none,5.0,5.0,4.0,4.0,5.0,4.6,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,4.0,4.0,4.0,4.0,4.0,4.0,3,True,True,0,False,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,4.333333333333333,0.5773502691896257,4.333333333333333,0.5773502691896257,4.666666666666667,0.5773502691896257,4.533333333333333,0.5033222956847166,Manager Without Recovery,True,True
T047-A,T047,A,False,False,none,3.0,3.0,3.0,3.0,3.0,3.0,False,True,factual_error,2.0,2.0,2.0,2.0,2.0,2.0,True,False,none,4.0,4.0,4.0,4.0,4.0,4.0,1,False,False,1,True,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,Basic Tool Use,True,False
T047-B,T047,B,True,False,none,5.0,5.0,4.0,4.0,5.0,4.6,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,4.0,4.0,5.0,4.6,3,True,True,0,False,5.0,0.0,5.0,0.0,4.333333333333333,0.5773502691896257,4.333333333333333,0.5773502691896257,5.0,0.0,4.733333333333333,0.23094010767585052,Full Manager,True,True
T047-C,T047,C,True,False,none,5.0,5.0,4.0,4.0,5.0,4.6,True,False,none,5.0,5.0,4.0,4.0,5.0,4.6,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,4.333333333333333,0.5773502691896257,4.333333333333333,0.5773502691896257,5.0,0.0,4.733333333333333,0.23094010767585052,Manager Without Recovery,True,True
T047-D,T047,D,True,False,none,4.0,4.0,4.0,4.0,4.0,4.0,True,False,none,4.0,4.0,4.0,4.0,4.0,4.0,False,False,none,4.0,4.0,3.0,3.0,3.0,3.4,2,True,False,0,False,4.0,0.0,4.0,0.0,3.6666666666666665,0.5773502691896257,3.6666666666666665,0.5773502691896257,3.6666666666666665,0.5773502691896257,3.8,0.3464101615137755,Direct LLM,True,True
T048-A,T048,A,False,True,factual_error,2.0,3.0,3.0,2.0,2.0,2.4,False,True,factual_error,3.0,3.0,3.0,3.0,3.0,3.0,False,False,none,3.0,3.0,3.0,3.0,3.0,3.0,0,False,True,2,True,2.6666666666666665,0.5773502691896257,3.0,0.0,3.0,0.0,2.6666666666666665,0.5773502691896257,2.6666666666666665,0.5773502691896257,2.8,0.3464101615137755,Basic Tool Use,True,False
T048-B,T048,B,False,True,incomplete_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,incomplete_answer,3.0,2.0,3.0,2.0,3.0,2.6,False,True,incomplete_answer,2.0,2.0,2.0,2.0,2.0,2.0,0,False,True,3,True,2.3333333333333335,0.5773502691896257,2.0,0.0,2.3333333333333335,0.5773502691896257,2.0,0.0,2.3333333333333335,0.5773502691896257,2.2,0.3464101615137755,Full Manager,True,False
T048-C,T048,C,False,False,incomplete_answer,3.0,2.0,3.0,2.0,3.0,2.6,False,False,none,3.0,3.0,3.0,3.0,3.0,3.0,False,False,incomplete_answer,3.0,3.0,3.0,3.0,3.0,3.0,0,False,True,0,False,3.0,0.0,2.6666666666666665,0.5773502691896257,3.0,0.0,2.6666666666666665,0.5773502691896257,3.0,0.0,2.8666666666666667,0.23094010767585024,Manager Without Recovery,True,False
T048-D,T048,D,False,True,calculation_error,2.0,3.0,3.0,2.0,2.0,2.4,False,True,calculation_error,2.0,3.0,3.0,2.0,2.0,2.4,False,True,calculation_error,2.0,3.0,3.0,3.0,2.0,2.6,0,False,True,3,True,2.0,0.0,3.0,0.0,3.0,0.0,2.3333333333333335,0.5773502691896257,2.0,0.0,2.466666666666667,0.11547005383792526,Direct LLM,True,False
T049-A,T049,A,False,True,factual_error,2.0,3.0,3.0,2.0,2.0,2.4,False,True,factual_error,2.0,3.0,3.0,2.0,2.0,2.4,False,True,factual_error,2.0,2.0,2.0,2.0,2.0,2.0,0,False,True,3,True,2.0,0.0,2.6666666666666665,0.5773502691896257,2.6666666666666665,0.5773502691896257,2.0,0.0,2.0,0.0,2.2666666666666666,0.23094010767585024,Basic Tool Use,True,False
T049-B,T049,B,False,True,incomplete_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,incomplete_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,incomplete_answer,2.0,2.0,2.0,2.0,3.0,2.2,0,False,True,3,True,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.3333333333333335,0.5773502691896257,2.066666666666667,0.11547005383792526,Full Manager,True,False
T049-C,T049,C,False,True,incomplete_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,incomplete_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,incomplete_answer,2.0,2.0,2.0,2.0,3.0,2.2,0,False,True,3,True,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.3333333333333335,0.5773502691896257,2.066666666666667,0.11547005383792526,Manager Without Recovery,True,False
T049-D,T049,D,False,True,irrelevant_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,irrelevant_answer,2.0,2.0,3.0,2.0,2.0,2.2,False,True,irrelevant_answer,2.0,2.0,2.0,2.0,2.0,2.0,0,False,True,3,True,2.0,0.0,2.0,0.0,2.3333333333333335,0.5773502691896257,2.0,0.0,2.0,0.0,2.066666666666667,0.11547005383792526,Direct LLM,True,False
T050-A,T050,A,False,True,non_answer,1.0,1.0,1.0,1.0,1.0,1.0,False,True,incomplete_answer,3.0,3.0,3.0,3.0,3.0,3.0,False,True,incomplete_answer,3.0,3.0,3.0,3.0,3.0,3.0,0,False,True,3,True,2.3333333333333335,1.1547005383792515,2.3333333333333335,1.1547005383792515,2.3333333333333335,1.1547005383792515,2.3333333333333335,1.1547005383792515,2.3333333333333335,1.1547005383792515,2.3333333333333335,1.1547005383792515,Manager Without Recovery,True,False
T050-B,T050,B,False,True,incomplete_answer,3.0,3.0,3.0,2.0,3.0,2.8,False,False,incomplete_answer,3.0,3.0,3.0,3.0,3.0,3.0,False,False,incomplete_answer,3.0,3.0,3.0,3.0,3.0,3.0,0,False,True,1,True,3.0,0.0,3.0,0.0,3.0,0.0,2.6666666666666665,0.5773502691896257,3.0,0.0,2.933333333333333,0.11547005383792526,Full Manager,True,False
T050-C,T050,C,True,False,none,5.0,5.0,4.0,4.0,5.0,4.6,True,False,none,5.0,5.0,4.0,4.0,5.0,4.6,True,False,none,5.0,5.0,4.0,4.0,5.0,4.6,3,True,True,0,False,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,5.0,0.0,4.6,0.0,Direct LLM,True,True
T050-D,T050,D,False,True,factual_error,2.0,2.0,2.0,2.0,2.0,2.0,False,False,none,3.0,3.0,3.0,3.0,3.0,3.0,False,False,none,3.0,3.0,3.0,3.0,3.0,3.0,0,False,True,1,True,2.6666666666666665,0.5773502691896257,2.6666666666666665,0.5773502691896257,2.6666666666666665,0.5773502691896257,2.6666666666666665,0.5773502691896257,2.6666666666666665,0.5773502691896257,2.6666666666666665,0.5773502691896257,Basic Tool Use,True,False
T051-A,T051,A,False,True,irrelevant_answer,1.0,1.0,1.0,1.0,1.0,1.0,False,True,irrelevant_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,irrelevant_answer,1.0,1.0,1.0,1.0,1.0,1.0,0,False,True,3,True,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,Manager Without Recovery,True,False
T051-B,T051,B,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Basic Tool Use,True,True
T051-C,T051,C,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Direct LLM,True,True
T051-D,T051,D,False,True,non_answer,1.0,1.0,1.0,1.0,1.0,1.0,False,True,non_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,non_answer,1.0,1.0,1.0,1.0,1.0,1.0,0,False,True,3,True,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,Full Manager,True,False
T052-A,T052,A,False,True,non_answer,1.0,1.0,1.0,1.0,1.0,1.0,False,True,non_answer,1.0,1.0,1.0,1.0,1.0,1.0,False,True,non_answer,1.0,1.0,1.0,1.0,1.0,1.0,0,False,True,3,True,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Full Manager,True,False
T052-B,T052,B,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,4.0,4.0,5.0,4.6,3,True,True,0,False,5.0,0.0,5.0,0.0,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,5.0,0.0,4.866666666666666,0.23094010767585052,Direct LLM,True,True
T052-C,T052,C,True,False,none,5.0,5.0,4.0,4.0,4.0,4.4,False,False,none,4.0,4.0,3.0,3.0,4.0,3.6,True,False,none,5.0,5.0,4.0,4.0,5.0,4.6,2,True,False,0,False,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,3.6666666666666665,0.5773502691896257,3.6666666666666665,0.5773502691896257,4.333333333333333,0.5773502691896257,4.2,0.529150262212918,Manager Without Recovery,True,True
T052-D,T052,D,False,True,contradictory_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,contradictory_answer,1.0,1.0,2.0,1.0,1.0,1.2,False,True,factual_error,2.0,2.0,3.0,2.0,2.0,2.2,0,False,True,3,True,1.6666666666666667,0.5773502691896257,1.6666666666666667,0.5773502691896257,2.3333333333333335,0.5773502691896257,1.6666666666666667,0.5773502691896257,1.6666666666666667,0.5773502691896257,1.8,0.5291502622129182,Basic Tool Use,True,False
