test_id,learner_id,category,question,expected_tools,recovery_test,status,provider_status,return_code,selected_tools,workflow_status,validation_status,recovery_used,attempts,final_answer_generated,memory_updated,report_json,trace_json,trace_paths,log_path,notes
T071,article_no_recovery_T071,code_related,Write Python code that prints each valid convolution window in a 3x3 matrix.,CodeSandboxTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool;CodeSandboxTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T071_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T071_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T071_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T071_no_recovery_round01_TT-5b865fd3_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T071_no_recovery_round02_TT-2a533ff1_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T071_no_recovery_round03_TT-d9a7d510_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T071_attempt_1.log,Full manager execution.
T072,article_no_recovery_T072_infra_retry_2,code_related,Explain this Python mistake: using A + B instead of A @ B for matrix multiplication.,CodeSandboxTool;RAGTool,No,ok,available,0,RAGTool;TraceSearchTool;MatrixComputationTool;CodeSandboxTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T072_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T072_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T072_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T072_no_recovery_round01_TT-149cb930_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T072_no_recovery_round02_TT-fad26d7c_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T072_no_recovery_round03_TT-1ac7f70f_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T072_attempt_2.log,Full manager execution.
T073,article_no_recovery_T073,code_related,Explain this Python mistake: using matrix multiplication when the question asks for convolution.,CodeSandboxTool;RAGTool,No,ok,available,0,RAGTool;TraceSearchTool;MatrixComputationTool;CodeSandboxTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T073_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T073_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T073_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T073_no_recovery_round01_TT-d5b6f7de_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T073_no_recovery_round02_TT-360cb734_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T073_no_recovery_round03_TT-a259a761_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T073_attempt_1.log,Full manager execution.
T074,article_no_recovery_T074_infra_retry_2,code_related,"Write Python code to compute the dot product of [1,2] and [5,7].",CodeSandboxTool;CalculatorTool,No,ok,available,0,RAGTool;MatrixComputationTool;CodeSandboxTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T074_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T074_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T074_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T074_no_recovery_round01_TT-78faa6f5_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T074_no_recovery_round02_TT-e8aefcb4_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T074_no_recovery_round03_TT-a050eb21_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T074_attempt_2.log,Full manager execution.
T075,article_no_recovery_T075,code_related,Write Python code to apply a 2x2 kernel to the top-left window of a 3x3 matrix.,CodeSandboxTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool;CodeSandboxTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T075_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T075_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T075_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T075_no_recovery_round01_TT-658e3899_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T075_no_recovery_round02_TT-cd2a000e_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T075_no_recovery_round03_TT-28c596bd_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T075_no_recovery_round04_TT-034c4eca_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T075_attempt_1.log,Full manager execution.
T076,article_no_recovery_T076,code_related,Write Python code to compare valid convolution output sizes for stride 1 and stride 2.,CodeSandboxTool;CalculatorTool,No,ok,available,0,RAGTool;CodeSandboxTool;CalculatorTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T076_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T076_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T076_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T076_no_recovery_round01_TT-1c488132_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T076_no_recovery_round02_TT-2073a170_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T076_no_recovery_round03_TT-7b7f6869_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T076_no_recovery_round04_TT-7da74e4e_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T076_attempt_1.log,Full manager execution.
T077,article_no_recovery_T077,code_related,Write Python code that explains matrix dimensions before multiplying matrices.,CodeSandboxTool;RAGTool,No,ok,available,0,RAGTool;MatrixComputationTool;CodeSandboxTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T077_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T077_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T077_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T077_no_recovery_round01_TT-3ebfdad3_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T077_no_recovery_round02_TT-e3dee698_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T077_attempt_1.log,Full manager execution.
T078,article_no_recovery_T078_infra_retry_2,code_related,"Write Python code that validates input size, kernel size, stride, and padding for convolution.",CodeSandboxTool;CalculatorTool,No,ok,available,0,RAGTool;CalculatorTool;CodeSandboxTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T078_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T078_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T078_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T078_no_recovery_round01_TT-51754d16_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T078_no_recovery_round02_TT-f80a3f0a_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T078_no_recovery_round03_TT-b0c1b544_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T078_attempt_2.log,Full manager execution.
T079,article_no_recovery_T079,code_related,Write Python code to generate a simple text-based visualization of kernel sliding.,CodeSandboxTool;VisualMatrixTool,No,ok,available,0,RAGTool;MatrixComputationTool;VisualMatrixTool;CodeSandboxTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T079_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T079_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T079_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T079_no_recovery_round01_TT-503dc71c_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T079_no_recovery_round02_TT-e28dfd2f_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T079_no_recovery_round03_TT-0e4c2253_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T079_no_recovery_round04_TT-b8672346_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T079_attempt_1.log,Full manager execution.
T080,article_no_recovery_T080,code_related,Write Python code to generate a simple text-based visualization of matrix multiplication steps.,CodeSandboxTool;VisualMatrixTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool;VisualMatrixTool;CodeSandboxTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T080_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T080_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T080_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T080_no_recovery_round01_TT-11fe5bc5_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T080_no_recovery_round02_TT-018db91a_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T080_no_recovery_round03_TT-6ceab9de_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T080_attempt_1.log,Full manager execution.
T081,article_no_recovery_T081,recovery_personalization_trace,"Explain convolution again, but make it easier than before.",TraceSearchTool;RAGTool,No,ok,available,0,RAGTool;TraceSearchTool;MatrixComputationTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T081_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T081_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T081_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T081_no_recovery_round01_TT-25b29bc2_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T081_no_recovery_round02_TT-691e048b_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T081_attempt_1.log,Full manager execution.
T082,article_no_recovery_T082,recovery_personalization_trace,Review my previous mistake about convolution output size and explain it again.,TraceSearchTool;RAGTool;CalculatorTool,No,ok,available,0,RAGTool;TraceSearchTool;CalculatorTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T082_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T082_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T082_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T082_no_recovery_round01_TT-92cd9264_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T082_no_recovery_round02_TT-80abadfb_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T082_no_recovery_round03_TT-a1723423_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T082_attempt_1.log,Full manager execution.
T083,article_no_recovery_T083,recovery_personalization_trace,I still confuse filters and matrices. Explain the difference again.,TraceSearchTool;RAGTool,No,ok,available,0,RAGTool;TraceSearchTool;MatrixComputationTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T083_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T083_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T083_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T083_no_recovery_round01_TT-0f3ce51d_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T083_no_recovery_round02_TT-1616808a_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T083_attempt_1.log,Full manager execution.
T084,article_no_recovery_T084_infra_retry_2,recovery_personalization_trace,I already understand kernels. Explain stride without repeating the kernel definition too much.,TraceSearchTool;RAGTool,No,ok,available,0,RAGTool;MatrixComputationTool;CalculatorTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T084_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T084_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T084_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T084_no_recovery_round01_TT-e68bb02c_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T084_no_recovery_round02_TT-3d0faaa0_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T084_attempt_2.log,Full manager execution.
T085,article_no_recovery_T085,recovery_personalization_trace,I struggle with matrix dimensions. Explain matrix multiplication using a simpler example.,TraceSearchTool;RAGTool;VisualMatrixTool,No,ok,available,0,RAGTool;MatrixComputationTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T085_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T085_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T085_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T085_no_recovery_round01_TT-cbc8b506_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T085_no_recovery_round02_TT-109e8a78_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T085_attempt_1.log,Full manager execution.
T086,article_no_recovery_T086,recovery_personalization_trace,I confused matrix multiplication with convolution before. Correct that misunderstanding.,TraceSearchTool;RAGTool;VisualMatrixTool,No,ok,available,0,RAGTool;TraceSearchTool;MatrixComputationTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T086_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T086_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T086_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T086_no_recovery_round01_TT-88847853_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T086_no_recovery_round02_TT-9ca3b7f2_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T086_attempt_1.log,Full manager execution.
T087,article_no_recovery_T087,recovery_personalization_trace,Give me a simpler explanation than the previous one about padding.,TraceSearchTool;RAGTool,No,ok,available,0,RAGTool;TraceSearchTool;MatrixComputationTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T087_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T087_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T087_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T087_no_recovery_round01_TT-b1eb97e5_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T087_attempt_1.log,Full manager execution.
T088,article_no_recovery_T088,recovery_personalization_trace,Explain convolution without code because I found the code confusing.,TraceSearchTool;RAGTool,No,ok,available,0,RAGTool;TraceSearchTool;MatrixComputationTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T088_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T088_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T088_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T088_no_recovery_round01_TT-7aacd81b_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T088_no_recovery_round02_TT-f9caffaf_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T088_attempt_1.log,Full manager execution.
T089,article_no_recovery_T089,recovery_personalization_trace,Explain matrix multiplication again but avoid convolution examples.,TraceSearchTool;RAGTool;VisualMatrixTool,No,ok,available,0,RAGTool;TraceSearchTool;MatrixComputationTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T089_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T089_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T089_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T089_no_recovery_round01_TT-a9aca58d_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T089_no_recovery_round02_TT-3dd9e5de_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T089_attempt_1.log,Full manager execution.
T090,article_no_recovery_T090,recovery_personalization_trace,Use my previous learning trace to adapt an explanation about convolution output size.,TraceSearchTool;RAGTool;CalculatorTool,No,ok,available,0,RAGTool;TraceSearchTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T090_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T090_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T090_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T090_no_recovery_round01_TT-1017c084_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T090_no_recovery_round02_TT-9002aa05_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T090_attempt_1.log,Full manager execution.
T091,article_no_recovery_T091,recovery_personalization_trace,"Explain convolution, but force the first attempt without RAG grounding.",RAGTool,Yes,ok,available,0,TraceSearchTool;RAGTool;MatrixComputationTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T091_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T091_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T091_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T091_no_recovery_round01_TT-6193e431_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T091_no_recovery_round02_TT-7f65920d_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T091_attempt_2.log,Controlled recovery test using --force-recovery-test.
T092,article_no_recovery_T092,recovery_personalization_trace,"Explain padding and stride, but force the first attempt without grounding.",RAGTool,Yes,ok,available,0,TraceSearchTool;RAGTool;MatrixComputationTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T092_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T092_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T092_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T092_no_recovery_round01_TT-269ab5d6_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T092_no_recovery_round02_TT-975f716b_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T092_attempt_1.log,Controlled recovery test using --force-recovery-test.
T093,article_no_recovery_T093,recovery_personalization_trace,"Explain visually how a kernel moves, but force the first attempt without grounding.",RAGTool;VisualMatrixTool;MatrixComputationTool,Yes,ok,available,0,TraceSearchTool;RAGTool;MatrixComputationTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T093_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T093_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T093_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T093_no_recovery_round01_TT-87036df7_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T093_no_recovery_round02_TT-aff4e092_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T093_attempt_1.log,Controlled recovery test using --force-recovery-test.
T094,article_no_recovery_T094,recovery_personalization_trace,"Explain convolution output size, but force the first attempt without grounding.",RAGTool;CalculatorTool,Yes,ok,available,0,TraceSearchTool;RAGTool;MatrixComputationTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T094_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T094_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T094_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T094_no_recovery_round01_TT-61e2e2b0_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T094_no_recovery_round02_TT-a4b0315d_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T094_attempt_1.log,Controlled recovery test using --force-recovery-test.
T095,article_no_recovery_T095,recovery_personalization_trace,"Explain, compute, and visualize convolution, but force the first attempt without grounding.",RAGTool;VisualMatrixTool;MatrixComputationTool,Yes,ok,available,0,TraceSearchTool;RAGTool;MatrixComputationTool;VisualMatrixTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T095_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T095_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T095_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T095_no_recovery_round01_TT-046c8d6b_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T095_no_recovery_round02_TT-75763657_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T095_no_recovery_round03_TT-48b3d26f_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T095_attempt_1.log,Controlled recovery test using --force-recovery-test.
T096,article_no_recovery_T096,recovery_personalization_trace,"Explain matrix multiplication, but force the first attempt to use an incomplete tool output.",RAGTool;MatrixComputationTool,Yes,ok,available,0,TraceSearchTool;RAGTool;MatrixComputationTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T096_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T096_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T096_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T096_no_recovery_round01_TT-7b6936ce_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T096_no_recovery_round02_TT-13e33b09_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T096_no_recovery_round03_TT-106046cb_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T096_attempt_1.log,Controlled recovery test using --force-recovery-test.
T097,article_no_recovery_T097,recovery_personalization_trace,"Visualize matrix multiplication, but force the first attempt to miss the visual support.",RAGTool;VisualMatrixTool;MatrixComputationTool,Yes,ok,available,0,TraceSearchTool;RAGTool;MatrixComputationTool;VisualMatrixTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T097_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T097_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T097_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T097_no_recovery_round01_TT-cbd3823b_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T097_no_recovery_round02_TT-83b0e700_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T097_attempt_1.log,Controlled recovery test using --force-recovery-test.
T098,article_no_recovery_T098,recovery_personalization_trace,"Write Python code for convolution, but force the first attempt to miss validation.",CodeSandboxTool;RAGTool,Yes,ok,available,0,TraceSearchTool;RAGTool;CodeSandboxTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T098_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T098_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T098_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T098_no_recovery_round01_TT-12b02c09_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T098_no_recovery_round02_TT-c3e1497c_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T098_no_recovery_round03_TT-efbf8585_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T098_attempt_1.log,Controlled recovery test using --force-recovery-test.
T099,article_no_recovery_T099,recovery_personalization_trace,"Explain the difference between convolution and matrix multiplication, but force a topic-mismatch recovery.",RAGTool;VisualMatrixTool,Yes,ok,available,0,TraceSearchTool;RAGTool;MatrixComputationTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T099_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T099_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T099_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T099_no_recovery_round01_TT-8fc69a5e_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T099_no_recovery_round02_TT-08b23878_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T099_no_recovery_round03_TT-0fda7ec9_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T099_attempt_1.log,Controlled recovery test using --force-recovery-test.
T100,article_no_recovery_T100_infra_retry_2,recovery_personalization_trace,Give a personalized explanation of convolution after a failed first attempt.,TraceSearchTool;RAGTool,Yes,ok,available,0,TraceSearchTool;RAGTool;MatrixComputationTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T100_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T100_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T100_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T100_no_recovery_round01_TT-413d8848_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T100_no_recovery_round02_TT-49c302fe_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T100_no_recovery_round03_TT-e6e4a478_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T100_attempt_2.log,Controlled recovery test using --force-recovery-test.
