system_name,test_id,category,category_display,question,expected_tools,initial_selected_tools,initial_selection_error_class,initial_missing_tools,initial_extra_tools,final_selected_tools,final_selection_error_class,final_missing_tools,final_extra_tools,final_plan_execution_success,expected_tool_fulfillment,majority_pass,mean_overall_score,any_critical_error
Full Manager,T025,computation_verification,Computation / Verification,"Compute the output size of a valid convolution with input 5x5, kernel 3x3, stride 1, padding 0.",CalculatorTool,CalculatorTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,CalculatorTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,Yes,Yes,True,5.0,False
Full Manager,T026,computation_verification,Computation / Verification,"Compute the output size of a convolution with input 7x7, kernel 3x3, stride 2, padding 1.",CalculatorTool,CalculatorTool;RAGTool,unnecessary_extra_tools,,RAGTool,CalculatorTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,True,5.0,False
Full Manager,T027,computation_verification,Computation / Verification,"Compute the output size of a convolution with input 10x10, kernel 5x5, stride 1, padding 0.",CalculatorTool,CalculatorTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,CalculatorTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,Yes,Yes,True,5.0,False
Full Manager,T028,computation_verification,Computation / Verification,"Compute the output size of a convolution with input 8x8, kernel 3x3, stride 1, padding 1.",CalculatorTool,CalculatorTool;RAGTool,unnecessary_extra_tools,,RAGTool,CalculatorTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,True,5.0,False
Full Manager,T029,computation_verification,Computation / Verification,Can a 2x3 matrix be multiplied by a 3x2 matrix?,MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,False,2.1333333333333333,True
Full Manager,T030,computation_verification,Computation / Verification,Can a 3x2 matrix be multiplied by a 3x3 matrix?,MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,No,Yes,False,2.9333333333333336,True
Full Manager,T031,computation_verification,Computation / Verification,"Multiply the matrices [[1,2],[3,4]] and [[5,6],[7,8]].",MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,No,Yes,True,5.0,False
Full Manager,T032,computation_verification,Computation / Verification,"Compute the first entry of the product [[1,2],[3,4]] times [[5,6],[7,8]].",MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,True,5.0,False
Full Manager,T033,computation_verification,Computation / Verification,"Verify whether [[1,0],[0,1]] acts as an identity matrix when multiplied by [[3,4],[5,6]].",MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,No,Yes,True,5.0,False
Full Manager,T034,computation_verification,Computation / Verification,"Compute one valid convolution step using input [[1,2,3],[4,5,6],[7,8,9]] and kernel [[1,0],[0,1]].",MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,True,5.0,False
Full Manager,T035,computation_verification,Computation / Verification,"Compute the top-left convolution value for input [[1,2,3],[4,5,6],[7,8,9]] with kernel [[1,0],[0,-1]].",MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,True,5.0,False
Full Manager,T036,computation_verification,Computation / Verification,Check whether a 2x2 kernel can slide over a 3x3 matrix in valid convolution.,MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,True,4.866666666666666,False
Full Manager,T037,computation_verification,Computation / Verification,Compute how many valid 2x2 convolution windows exist in a 3x3 matrix.,CalculatorTool;MatrixComputationTool,MatrixComputationTool;RAGTool,mixed_missing_and_extra,CalculatorTool,RAGTool,MatrixComputationTool;RAGTool,mixed_missing_and_extra,CalculatorTool,RAGTool,Yes,No,False,2.466666666666667,True
Full Manager,T038,computation_verification,Computation / Verification,Compute how many valid 3x3 convolution windows exist in a 5x5 matrix.,CalculatorTool;MatrixComputationTool,MatrixComputationTool;RAGTool,mixed_missing_and_extra,CalculatorTool,RAGTool,MatrixComputationTool;RAGTool,mixed_missing_and_extra,CalculatorTool,RAGTool,Yes,No,True,5.0,False
Full Manager,T039,computation_verification,Computation / Verification,"Verify the result of multiplying row [1,2] by column [5,7].",MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,True,5.0,False
Full Manager,T040,computation_verification,Computation / Verification,"Verify the result of multiplying row [3,4] by column [6,8].",MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,True,5.0,False
Full Manager,T042,visual_step_by_step,Visual Step-by-Step,Show matrix multiplication step by step using row-by-column dot products.,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,Yes,No,False,1.6666666666666667,True
Full Manager,T043,visual_step_by_step,Visual Step-by-Step,Show how the first entry of a matrix product is computed visually.,MatrixComputationTool;RAGTool;VisualMatrixTool,CalculatorTool;RAGTool,mixed_missing_and_extra,MatrixComputationTool;VisualMatrixTool,CalculatorTool,RAGTool,missing_expected_tools,MatrixComputationTool;VisualMatrixTool,,No,No,False,2.1333333333333333,True
Full Manager,T049,visual_step_by_step,Visual Step-by-Step,Show the difference between padding and no padding visually.,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,Yes,No,False,2.066666666666667,True
Full Manager,T050,visual_step_by_step,Visual Step-by-Step,Show how a filter detects a vertical edge in a simple image matrix.,MatrixComputationTool;RAGTool;VisualMatrixTool,RAGTool,missing_expected_tools,MatrixComputationTool;VisualMatrixTool,,RAGTool,missing_expected_tools,MatrixComputationTool;VisualMatrixTool,,No,No,False,2.933333333333333,True
Full Manager,T051,visual_step_by_step,Visual Step-by-Step,Explain matrix multiplication visually without using convolution.,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,RAGTool,missing_expected_tools,MatrixComputationTool;VisualMatrixTool,,No,No,False,1.3333333333333333,True
Full Manager,T052,visual_step_by_step,Visual Step-by-Step,Explain convolution visually without calling it matrix multiplication.,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,RAGTool,missing_expected_tools,MatrixComputationTool;VisualMatrixTool,,No,No,False,1.0,True
Full Manager,T053,visual_step_by_step,Visual Step-by-Step,Show why kernel sliding is different from row-by-column multiplication.,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,RAGTool,missing_expected_tools,MatrixComputationTool;VisualMatrixTool,,No,No,False,1.0,True
Full Manager,T058,visual_step_by_step,Visual Step-by-Step,Use a visual example to explain why a 2x3 matrix can multiply a 3x2 matrix.,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,No,No,False,2.0,True
Full Manager,T059,visual_step_by_step,Visual Step-by-Step,Use a visual example to explain why a 3x2 matrix cannot multiply a 3x3 matrix.,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,No,No,False,2.333333333333333,True
Full Manager,T061,code_related,Code-Related,Write Python code to multiply two 2x2 matrices without NumPy.,CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,Yes,Yes,True,4.666666666666667,False
Full Manager,T062,code_related,Code-Related,Write Python code to multiply two matrices using nested loops.,CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,No,No,True,5.0,False
Full Manager,T063,code_related,Code-Related,Write Python code to check whether two matrices can be multiplied.,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,True,5.0,False
Full Manager,T064,code_related,Code-Related,Write Python code for a simple 2D valid convolution.,CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,Yes,Yes,False,2.066666666666667,True
Full Manager,T065,code_related,Code-Related,Write Python code to compute convolution output size.,CalculatorTool;CodeSandboxTool,CalculatorTool;CodeSandboxTool;RAGTool,unnecessary_extra_tools,,RAGTool,CalculatorTool;CodeSandboxTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,False,3.333333333333333,False
Full Manager,T066,code_related,Code-Related,Write a small NumPy example explaining matrix multiplication.,CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,Yes,Yes,True,5.0,False
Full Manager,T067,code_related,Code-Related,Write a small NumPy example explaining 2D convolution.,CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,Yes,Yes,True,5.0,False
Full Manager,T068,code_related,Code-Related,Debug this explanation in code: the kernel is added to the matrix instead of multiplied element-wise.,CodeSandboxTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,True,3.733333333333333,True
Full Manager,T069,code_related,Code-Related,Debug this matrix multiplication code idea: it multiplies matching positions instead of row-by-column dot products.,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,RAGTool;TraceSearchTool,CodeSandboxTool;MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,RAGTool;TraceSearchTool,No,Yes,False,2.8,True
Full Manager,T070,code_related,Code-Related,Write Python code that prints each step of a 2x2 matrix multiplication.,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,False,2.2,True
Full Manager,T071,code_related,Code-Related,Write Python code that prints each valid convolution window in a 3x3 matrix.,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,False,2.0,True
Full Manager,T072,code_related,Code-Related,Explain this Python mistake: using A + B instead of A @ B for matrix multiplication.,CodeSandboxTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool;TraceSearchTool,CodeSandboxTool;MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool;TraceSearchTool,Yes,Yes,False,2.333333333333333,True
Full Manager,T073,code_related,Code-Related,Explain this Python mistake: using matrix multiplication when the question asks for convolution.,CodeSandboxTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool;TraceSearchTool,CodeSandboxTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,TraceSearchTool,No,No,False,1.2,True
Full Manager,T074,code_related,Code-Related,"Write Python code to compute the dot product of [1,2] and [5,7].",CalculatorTool;CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,mixed_missing_and_extra,CalculatorTool,MatrixComputationTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,mixed_missing_and_extra,CalculatorTool,MatrixComputationTool;RAGTool,Yes,No,True,5.0,False
Full Manager,T075,code_related,Code-Related,Write Python code to apply a 2x2 kernel to the top-left window of a 3x3 matrix.,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,False,1.9333333333333331,True
Full Manager,T076,code_related,Code-Related,Write Python code to compare valid convolution output sizes for stride 1 and stride 2.,CalculatorTool;CodeSandboxTool,CalculatorTool;CodeSandboxTool;RAGTool,unnecessary_extra_tools,,RAGTool,CalculatorTool;CodeSandboxTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,False,2.466666666666667,True
Full Manager,T077,code_related,Code-Related,Write Python code that explains matrix dimensions before multiplying matrices.,CodeSandboxTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,No,Yes,True,4.8,False
Full Manager,T078,code_related,Code-Related,"Write Python code that validates input size, kernel size, stride, and padding for convolution.",CalculatorTool;CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,mixed_missing_and_extra,CalculatorTool,MatrixComputationTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,mixed_missing_and_extra,CalculatorTool,MatrixComputationTool;RAGTool,Yes,No,True,5.0,False
Full Manager,T079,code_related,Code-Related,Write Python code to generate a simple text-based visualization of kernel sliding.,CodeSandboxTool;VisualMatrixTool,CodeSandboxTool;MatrixComputationTool;RAGTool;VisualMatrixTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool;VisualMatrixTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,Yes,Yes,True,4.133333333333334,False
Full Manager,T080,code_related,Code-Related,Write Python code to generate a simple text-based visualization of matrix multiplication steps.,CodeSandboxTool;MatrixComputationTool;VisualMatrixTool,CodeSandboxTool;MatrixComputationTool;RAGTool;VisualMatrixTool,unnecessary_extra_tools,,RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool;VisualMatrixTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,False,2.2,True
Full Manager,T081,recovery_personalization_trace,Recovery / Personalization / Trace,"Explain convolution again, but make it easier than before.",RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,True,4.8,False
Full Manager,T082,recovery_personalization_trace,Recovery / Personalization / Trace,Review my previous mistake about convolution output size and explain it again.,CalculatorTool;RAGTool;TraceSearchTool,CalculatorTool;MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool,CalculatorTool;MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,True,4.866666666666666,False
Full Manager,T083,recovery_personalization_trace,Recovery / Personalization / Trace,I still confuse filters and matrices. Explain the difference again.,RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,True,5.0,False
Full Manager,T084,recovery_personalization_trace,Recovery / Personalization / Trace,I already understand kernels. Explain stride without repeating the kernel definition too much.,RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool,mixed_missing_and_extra,TraceSearchTool,MatrixComputationTool,MatrixComputationTool;RAGTool,mixed_missing_and_extra,TraceSearchTool,MatrixComputationTool,Yes,No,False,1.6666666666666667,True
Full Manager,T085,recovery_personalization_trace,Recovery / Personalization / Trace,I struggle with matrix dimensions. Explain matrix multiplication using a simpler example.,RAGTool;TraceSearchTool;VisualMatrixTool,MatrixComputationTool;RAGTool,mixed_missing_and_extra,TraceSearchTool;VisualMatrixTool,MatrixComputationTool,MatrixComputationTool;RAGTool,mixed_missing_and_extra,TraceSearchTool;VisualMatrixTool,MatrixComputationTool,Yes,No,True,5.0,False
Full Manager,T086,recovery_personalization_trace,Recovery / Personalization / Trace,I confused matrix multiplication with convolution before. Correct that misunderstanding.,RAGTool;TraceSearchTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool,mixed_missing_and_extra,VisualMatrixTool,MatrixComputationTool,RAGTool;TraceSearchTool,missing_expected_tools,VisualMatrixTool,,No,No,False,2.333333333333333,True
Full Manager,T087,recovery_personalization_trace,Recovery / Personalization / Trace,Give me a simpler explanation than the previous one about padding.,RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,True,4.066666666666666,False
Full Manager,T088,recovery_personalization_trace,Recovery / Personalization / Trace,Explain convolution without code because I found the code confusing.,RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,True,4.933333333333334,False
Full Manager,T089,recovery_personalization_trace,Recovery / Personalization / Trace,Explain matrix multiplication again but avoid convolution examples.,RAGTool;TraceSearchTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool,mixed_missing_and_extra,VisualMatrixTool,MatrixComputationTool,RAGTool;TraceSearchTool,missing_expected_tools,VisualMatrixTool,,No,No,False,1.3333333333333333,True
Full Manager,T091,recovery_personalization_trace,Recovery / Personalization / Trace,"Explain convolution, but force the first attempt without RAG grounding.",RAGTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool;TraceSearchTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,True,5.0,False
Full Manager,T092,recovery_personalization_trace,Recovery / Personalization / Trace,"Explain padding and stride, but force the first attempt without grounding.",RAGTool,CalculatorTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,CalculatorTool;TraceSearchTool,CalculatorTool;RAGTool,unnecessary_extra_tools,,CalculatorTool,Yes,Yes,True,4.866666666666666,False
Full Manager,T093,recovery_personalization_trace,Recovery / Personalization / Trace,"Explain visually how a kernel moves, but force the first attempt without grounding.",MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool,mixed_missing_and_extra,VisualMatrixTool,TraceSearchTool,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,Yes,No,True,5.0,False
Full Manager,T094,recovery_personalization_trace,Recovery / Personalization / Trace,"Explain convolution output size, but force the first attempt without grounding.",CalculatorTool;RAGTool,CalculatorTool;TraceSearchTool,mixed_missing_and_extra,RAGTool,TraceSearchTool,CalculatorTool,missing_expected_tools,RAGTool,,Yes,No,True,5.0,False
Full Manager,T095,recovery_personalization_trace,Recovery / Personalization / Trace,"Explain, compute, and visualize convolution, but force the first attempt without grounding.",MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool;VisualMatrixTool,unnecessary_extra_tools,,TraceSearchTool,MatrixComputationTool;RAGTool;VisualMatrixTool,exact,,,Yes,Yes,True,4.066666666666666,False
Full Manager,T096,recovery_personalization_trace,Recovery / Personalization / Trace,"Explain matrix multiplication, but force the first attempt to use an incomplete tool output.",MatrixComputationTool;RAGTool,RAGTool;TraceSearchTool,mixed_missing_and_extra,MatrixComputationTool,TraceSearchTool,MatrixComputationTool;RAGTool,exact,,,Yes,Yes,True,4.6,False
Full Manager,T097,recovery_personalization_trace,Recovery / Personalization / Trace,"Visualize matrix multiplication, but force the first attempt to miss the visual support.",MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool;VisualMatrixTool,unnecessary_extra_tools,,TraceSearchTool,MatrixComputationTool;RAGTool;VisualMatrixTool,exact,,,No,Yes,True,5.0,False
Full Manager,T098,recovery_personalization_trace,Recovery / Personalization / Trace,"Write Python code for convolution, but force the first attempt to miss validation.",CodeSandboxTool;RAGTool,CodeSandboxTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,TraceSearchTool,CodeSandboxTool;RAGTool,exact,,,Yes,Yes,False,2.7333333333333334,True
Full Manager,T099,recovery_personalization_trace,Recovery / Personalization / Trace,"Explain the difference between convolution and matrix multiplication, but force a topic-mismatch recovery.",RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool,mixed_missing_and_extra,VisualMatrixTool,MatrixComputationTool;TraceSearchTool,MatrixComputationTool;RAGTool,mixed_missing_and_extra,VisualMatrixTool,MatrixComputationTool,Yes,No,True,4.666666666666667,False
Full Manager,T100,recovery_personalization_trace,Recovery / Personalization / Trace,Give a personalized explanation of convolution after a failed first attempt.,RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,False,3.0,False
